customer_id	cohort_month	activity_month	month_number	order_count	revenue
12613	2009-12-01	2010-06-01	6	1	733.17
12681	2009-12-01	2010-06-01	6	2	1866.33
12682	2009-12-01	2010-06-01	6	3	1253.12
12708	2009-12-01	2010-06-01	6	1	294.50
12709	2009-12-01	2010-06-01	6	2	2060.93
12714	2009-12-01	2010-06-01	6	1	734.06
12747	2009-12-01	2010-06-01	6	2	646.75
12748	2009-12-01	2010-06-01	6	6	701.61
12758	2009-12-01	2010-06-01	6	1	1590.11
12779	2009-12-01	2010-06-01	6	1	556.16
12785	2009-12-01	2010-06-01	6	1	337.55
12835	2009-12-01	2010-06-01	6	6	641.51
12836	2009-12-01	2010-06-01	6	1	326.85
12843	2009-12-01	2010-06-01	6	5	1448.59
12872	2009-12-01	2010-06-01	6	1	134.37
12921	2009-12-01	2010-06-01	6	2	1159.04
12931	2009-12-01	2010-06-01	6	1	192.90
12937	2009-12-01	2010-06-01	6	1	587.87
12957	2009-12-01	2010-06-01	6	2	1252.13
12971	2009-12-01	2010-06-01	6	2	346.30
12980	2009-12-01	2010-06-01	6	1	324.00
12989	2009-12-01	2010-06-01	6	1	307.00
13001	2009-12-01	2010-06-01	6	2	1333.66
13013	2009-12-01	2010-06-01	6	2	598.60
13037	2009-12-01	2010-06-01	6	1	448.78
13047	2009-12-01	2010-06-01	6	1	30.00
13050	2009-12-01	2010-06-01	6	2	584.60
13077	2009-12-01	2010-06-01	6	1	231.58
13078	2009-12-01	2010-06-01	6	3	1240.26
13082	2009-12-01	2010-06-01	6	1	211.92
13089	2009-12-01	2010-06-01	6	12	5820.36
13093	2009-12-01	2010-06-01	6	3	3297.99
13097	2009-12-01	2010-06-01	6	2	801.69
13110	2009-12-01	2010-06-01	6	1	241.90
13141	2009-12-01	2010-06-01	6	3	1083.10
13162	2009-12-01	2010-06-01	6	1	779.60
13178	2009-12-01	2010-06-01	6	1	1258.20
13190	2009-12-01	2010-06-01	6	1	208.61
13199	2009-12-01	2010-06-01	6	2	556.18
13202	2009-12-01	2010-06-01	6	1	170.14
13203	2009-12-01	2010-06-01	6	1	234.10
13208	2009-12-01	2010-06-01	6	1	294.17
13225	2009-12-01	2010-06-01	6	1	1192.60
13269	2009-12-01	2010-06-01	6	2	310.49
13313	2009-12-01	2010-06-01	6	1	305.53
13317	2009-12-01	2010-06-01	6	1	337.91
13319	2009-12-01	2010-06-01	6	3	951.54
13327	2009-12-01	2010-06-01	6	1	255.90
13394	2009-12-01	2010-06-01	6	1	404.22
13408	2009-12-01	2010-06-01	6	1	377.28
13426	2009-12-01	2010-06-01	6	1	382.91
13427	2009-12-01	2010-06-01	6	1	151.63
13468	2009-12-01	2010-06-01	6	3	302.00
13491	2009-12-01	2010-06-01	6	2	145.91
13510	2009-12-01	2010-06-01	6	2	468.42
13542	2009-12-01	2010-06-01	6	2	466.83
13564	2009-12-01	2010-06-01	6	3	900.79
13571	2009-12-01	2010-06-01	6	2	478.25
13577	2009-12-01	2010-06-01	6	1	314.99
13585	2009-12-01	2010-06-01	6	1	318.37
13589	2009-12-01	2010-06-01	6	1	224.04
13611	2009-12-01	2010-06-01	6	1	321.24
13623	2009-12-01	2010-06-01	6	1	384.05
13668	2009-12-01	2010-06-01	6	2	767.84
13694	2009-12-01	2010-06-01	6	8	7368.63
13736	2009-12-01	2010-06-01	6	1	646.82
13756	2009-12-01	2010-06-01	6	1	354.75
13767	2009-12-01	2010-06-01	6	4	1086.77
13769	2009-12-01	2010-06-01	6	1	318.15
13777	2009-12-01	2010-06-01	6	3	537.60
13798	2009-12-01	2010-06-01	6	4	1588.44
13813	2009-12-01	2010-06-01	6	1	417.87
13831	2009-12-01	2010-06-01	6	1	244.60
13848	2009-12-01	2010-06-01	6	1	320.00
13871	2009-12-01	2010-06-01	6	1	311.00
13872	2009-12-01	2010-06-01	6	1	303.14
13875	2009-12-01	2010-06-01	6	1	377.35
13921	2009-12-01	2010-06-01	6	1	246.35
13941	2009-12-01	2010-06-01	6	2	1007.33
13983	2009-12-01	2010-06-01	6	1	482.59
13993	2009-12-01	2010-06-01	6	1	417.75
13995	2009-12-01	2010-06-01	6	1	337.88
13999	2009-12-01	2010-06-01	6	2	657.23
14031	2009-12-01	2010-06-01	6	2	1141.82
14040	2009-12-01	2010-06-01	6	2	1213.40
14057	2009-12-01	2010-06-01	6	1	666.84
14085	2009-12-01	2010-06-01	6	1	307.65
14092	2009-12-01	2010-06-01	6	1	342.61
14099	2009-12-01	2010-06-01	6	1	293.96
14110	2009-12-01	2010-06-01	6	3	919.61
14134	2009-12-01	2010-06-01	6	1	701.88
14135	2009-12-01	2010-06-01	6	1	548.28
14136	2009-12-01	2010-06-01	6	1	301.74
14156	2009-12-01	2010-06-01	6	5	10725.39
14159	2009-12-01	2010-06-01	6	2	805.39
14204	2009-12-01	2010-06-01	6	1	339.84
14211	2009-12-01	2010-06-01	6	3	505.05
14258	2009-12-01	2010-06-01	6	1	1468.12
14295	2009-12-01	2010-06-01	6	1	730.90
14298	2009-12-01	2010-06-01	6	4	4402.94
14329	2009-12-01	2010-06-01	6	1	472.59
14341	2009-12-01	2010-06-01	6	1	348.06
14401	2009-12-01	2010-06-01	6	1	278.20
14415	2009-12-01	2010-06-01	6	1	646.44
14422	2009-12-01	2010-06-01	6	2	620.07
14466	2009-12-01	2010-06-01	6	1	318.55
14467	2009-12-01	2010-06-01	6	1	238.69
14505	2009-12-01	2010-06-01	6	2	1089.28
14514	2009-12-01	2010-06-01	6	1	514.50
14527	2009-12-01	2010-06-01	6	3	461.43
14543	2009-12-01	2010-06-01	6	3	1314.80
14555	2009-12-01	2010-06-01	6	1	527.60
14590	2009-12-01	2010-06-01	6	1	145.43
14593	2009-12-01	2010-06-01	6	2	748.39
14606	2009-12-01	2010-06-01	6	8	1843.91
14607	2009-12-01	2010-06-01	6	1	368.20
14646	2009-12-01	2010-06-01	6	5	23618.02
14648	2009-12-01	2010-06-01	6	2	682.95
14653	2009-12-01	2010-06-01	6	1	125.35
14667	2009-12-01	2010-06-01	6	2	587.35
14680	2009-12-01	2010-06-01	6	3	1269.95
14709	2009-12-01	2010-06-01	6	1	289.44
14710	2009-12-01	2010-06-01	6	1	197.41
14713	2009-12-01	2010-06-01	6	1	244.02
14723	2009-12-01	2010-06-01	6	1	150.73
14732	2009-12-01	2010-06-01	6	1	162.41
14735	2009-12-01	2010-06-01	6	2	442.77
14739	2009-12-01	2010-06-01	6	1	126.60
14769	2009-12-01	2010-06-01	6	1	547.73
14790	2009-12-01	2010-06-01	6	1	234.56
14841	2009-12-01	2010-06-01	6	1	530.76
14867	2009-12-01	2010-06-01	6	1	86.54
14871	2009-12-01	2010-06-01	6	1	148.07
14895	2009-12-01	2010-06-01	6	2	1072.45
14911	2009-12-01	2010-06-01	6	18	12123.82
14915	2009-12-01	2010-06-01	6	1	121.30
14961	2009-12-01	2010-06-01	6	1	336.30
15005	2009-12-01	2010-06-01	6	3	881.69
15031	2009-12-01	2010-06-01	6	1	224.70
15039	2009-12-01	2010-06-01	6	6	3894.52
15044	2009-12-01	2010-06-01	6	2	574.57
15051	2009-12-01	2010-06-01	6	1	510.51
15059	2009-12-01	2010-06-01	6	1	291.33
15061	2009-12-01	2010-06-01	6	8	3515.90
15078	2009-12-01	2010-06-01	6	3	912.93
15079	2009-12-01	2010-06-01	6	1	310.80
15093	2009-12-01	2010-06-01	6	1	1575.98
15144	2009-12-01	2010-06-01	6	1	634.16
15179	2009-12-01	2010-06-01	6	1	1273.07
15203	2009-12-01	2010-06-01	6	1	227.52
15240	2009-12-01	2010-06-01	6	1	551.50
15255	2009-12-01	2010-06-01	6	1	139.00
15260	2009-12-01	2010-06-01	6	5	979.91
15298	2009-12-01	2010-06-01	6	1	474.07
15311	2009-12-01	2010-06-01	6	6	2432.58
15329	2009-12-01	2010-06-01	6	1	353.11
15353	2009-12-01	2010-06-01	6	1	565.77
15358	2009-12-01	2010-06-01	6	1	647.41
15380	2009-12-01	2010-06-01	6	1	326.52
15484	2009-12-01	2010-06-01	6	1	372.19
15523	2009-12-01	2010-06-01	6	2	2464.04
15527	2009-12-01	2010-06-01	6	3	503.62
15547	2009-12-01	2010-06-01	6	3	834.43
15555	2009-12-01	2010-06-01	6	1	255.37
15581	2009-12-01	2010-06-01	6	3	265.47
15601	2009-12-01	2010-06-01	6	1	444.32
15615	2009-12-01	2010-06-01	6	3	1274.37
15623	2009-12-01	2010-06-01	6	1	305.86
15633	2009-12-01	2010-06-01	6	1	309.34
15640	2009-12-01	2010-06-01	6	3	1724.40
15641	2009-12-01	2010-06-01	6	1	150.70
15674	2009-12-01	2010-06-01	6	1	471.51
15684	2009-12-01	2010-06-01	6	1	54.65
15694	2009-12-01	2010-06-01	6	1	306.95
15712	2009-12-01	2010-06-01	6	1	398.55
15716	2009-12-01	2010-06-01	6	1	147.40
15719	2009-12-01	2010-06-01	6	1	157.07
15738	2009-12-01	2010-06-01	6	2	685.15
15750	2009-12-01	2010-06-01	6	1	436.26
15751	2009-12-01	2010-06-01	6	1	181.05
15755	2009-12-01	2010-06-01	6	2	674.00
15759	2009-12-01	2010-06-01	6	1	183.60
15768	2009-12-01	2010-06-01	6	4	2345.92
15769	2009-12-01	2010-06-01	6	3	2805.00
15785	2009-12-01	2010-06-01	6	1	307.50
15808	2009-12-01	2010-06-01	6	2	1291.67
15812	2009-12-01	2010-06-01	6	1	1352.24
15822	2009-12-01	2010-06-01	6	1	143.87
15838	2009-12-01	2010-06-01	6	1	330.00
15850	2009-12-01	2010-06-01	6	1	110.64
15854	2009-12-01	2010-06-01	6	1	156.49
15856	2009-12-01	2010-06-01	6	1	706.78
15858	2009-12-01	2010-06-01	6	2	639.13
15867	2009-12-01	2010-06-01	6	2	716.86
15882	2009-12-01	2010-06-01	6	1	119.70
15898	2009-12-01	2010-06-01	6	2	278.75
15920	2009-12-01	2010-06-01	6	1	102.55
15953	2009-12-01	2010-06-01	6	1	102.86
15956	2009-12-01	2010-06-01	6	1	291.20
15967	2009-12-01	2010-06-01	6	1	417.59
15984	2009-12-01	2010-06-01	6	1	252.55
15998	2009-12-01	2010-06-01	6	1	724.06
16011	2009-12-01	2010-06-01	6	1	111.15
16029	2009-12-01	2010-06-01	6	3	1368.36
16086	2009-12-01	2010-06-01	6	1	308.69
16098	2009-12-01	2010-06-01	6	2	408.09
16119	2009-12-01	2010-06-01	6	1	405.15
16125	2009-12-01	2010-06-01	6	1	168.97
16126	2009-12-01	2010-06-01	6	1	546.70
16156	2009-12-01	2010-06-01	6	1	314.06
16158	2009-12-01	2010-06-01	6	1	82.75
16163	2009-12-01	2010-06-01	6	1	322.25
16168	2009-12-01	2010-06-01	6	5	827.73
16186	2009-12-01	2010-06-01	6	1	340.34
16191	2009-12-01	2010-06-01	6	1	2021.28
16197	2009-12-01	2010-06-01	6	3	367.68
16200	2009-12-01	2010-06-01	6	1	368.83
16202	2009-12-01	2010-06-01	6	2	305.30
16253	2009-12-01	2010-06-01	6	1	1253.86
16308	2009-12-01	2010-06-01	6	1	640.00
16325	2009-12-01	2010-06-01	6	1	334.25
16327	2009-12-01	2010-06-01	6	1	829.20
16335	2009-12-01	2010-06-01	6	1	413.85
16365	2009-12-01	2010-06-01	6	1	351.43
16393	2009-12-01	2010-06-01	6	1	140.63
16467	2009-12-01	2010-06-01	6	2	324.48
16470	2009-12-01	2010-06-01	6	2	165.90
16497	2009-12-01	2010-06-01	6	4	630.75
16525	2009-12-01	2010-06-01	6	2	691.51
16550	2009-12-01	2010-06-01	6	1	601.94
16554	2009-12-01	2010-06-01	6	1	309.85
16556	2009-12-01	2010-06-01	6	1	371.85
16558	2009-12-01	2010-06-01	6	1	733.74
16563	2009-12-01	2010-06-01	6	1	456.94
16592	2009-12-01	2010-06-01	6	3	840.40
16656	2009-12-01	2010-06-01	6	1	550.86
16661	2009-12-01	2010-06-01	6	1	163.20
16684	2009-12-01	2010-06-01	6	5	11296.40
16686	2009-12-01	2010-06-01	6	1	277.57
16701	2009-12-01	2010-06-01	6	2	648.42
16705	2009-12-01	2010-06-01	6	1	1675.52
16709	2009-12-01	2010-06-01	6	2	584.54
16710	2009-12-01	2010-06-01	6	2	618.38
16713	2009-12-01	2010-06-01	6	2	563.48
16719	2009-12-01	2010-06-01	6	1	203.51
16722	2009-12-01	2010-06-01	6	1	302.30
16742	2009-12-01	2010-06-01	6	1	165.74
16746	2009-12-01	2010-06-01	6	3	1247.15
16748	2009-12-01	2010-06-01	6	1	175.00
16768	2009-12-01	2010-06-01	6	1	126.50
16771	2009-12-01	2010-06-01	6	1	106.09
16779	2009-12-01	2010-06-01	6	3	926.95
16782	2009-12-01	2010-06-01	6	2	595.71
16791	2009-12-01	2010-06-01	6	1	338.32
16797	2009-12-01	2010-06-01	6	1	492.05
16798	2009-12-01	2010-06-01	6	1	261.25
16843	2009-12-01	2010-06-01	6	1	891.81
16858	2009-12-01	2010-06-01	6	1	387.82
16883	2009-12-01	2010-06-01	6	6	784.61
16892	2009-12-01	2010-06-01	6	1	139.01
16918	2009-12-01	2010-06-01	6	1	121.08
16940	2009-12-01	2010-06-01	6	1	403.09
16945	2009-12-01	2010-06-01	6	2	361.88
17017	2009-12-01	2010-06-01	6	1	409.82
17019	2009-12-01	2010-06-01	6	1	428.04
17091	2009-12-01	2010-06-01	6	2	608.18
17115	2009-12-01	2010-06-01	6	1	389.30
17127	2009-12-01	2010-06-01	6	1	308.03
17155	2009-12-01	2010-06-01	6	1	159.60
17157	2009-12-01	2010-06-01	6	3	697.84
17160	2009-12-01	2010-06-01	6	1	881.40
17165	2009-12-01	2010-06-01	6	1	263.00
17191	2009-12-01	2010-06-01	6	2	497.28
17231	2009-12-01	2010-06-01	6	2	453.73
17238	2009-12-01	2010-06-01	6	1	227.77
17243	2009-12-01	2010-06-01	6	3	507.55
17246	2009-12-01	2010-06-01	6	1	15.44
17287	2009-12-01	2010-06-01	6	1	155.21
17290	2009-12-01	2010-06-01	6	2	310.89
17293	2009-12-01	2010-06-01	6	1	256.35
17345	2009-12-01	2010-06-01	6	2	224.32
17351	2009-12-01	2010-06-01	6	1	15.00
17364	2009-12-01	2010-06-01	6	3	1352.98
17368	2009-12-01	2010-06-01	6	1	241.62
17372	2009-12-01	2010-06-01	6	1	147.45
17377	2009-12-01	2010-06-01	6	6	1662.68
17388	2009-12-01	2010-06-01	6	1	228.96
17389	2009-12-01	2010-06-01	6	4	2125.70
17402	2009-12-01	2010-06-01	6	1	273.49
17412	2009-12-01	2010-06-01	6	1	308.22
17414	2009-12-01	2010-06-01	6	1	408.48
17416	2009-12-01	2010-06-01	6	3	1819.45
17449	2009-12-01	2010-06-01	6	1	300.55
17457	2009-12-01	2010-06-01	6	1	312.78
17508	2009-12-01	2010-06-01	6	1	302.40
17511	2009-12-01	2010-06-01	6	3	5792.14
17512	2009-12-01	2010-06-01	6	1	158.40
17519	2009-12-01	2010-06-01	6	1	327.30
17526	2009-12-01	2010-06-01	6	1	543.80
17561	2009-12-01	2010-06-01	6	1	170.95
17576	2009-12-01	2010-06-01	6	1	211.09
17581	2009-12-01	2010-06-01	6	2	786.28
17593	2009-12-01	2010-06-01	6	1	678.82
17596	2009-12-01	2010-06-01	6	1	357.16
17610	2009-12-01	2010-06-01	6	1	111.80
17611	2009-12-01	2010-06-01	6	1	252.22
17612	2009-12-01	2010-06-01	6	1	320.00
17623	2009-12-01	2010-06-01	6	1	294.62
17625	2009-12-01	2010-06-01	6	1	696.53
17646	2009-12-01	2010-06-01	6	1	367.80
17675	2009-12-01	2010-06-01	6	3	1338.48
17677	2009-12-01	2010-06-01	6	4	1890.96
17696	2009-12-01	2010-06-01	6	4	836.38
17716	2009-12-01	2010-06-01	6	1	2199.39
17742	2009-12-01	2010-06-01	6	1	181.68
17764	2009-12-01	2010-06-01	6	1	284.76
17799	2009-12-01	2010-06-01	6	2	373.11
17804	2009-12-01	2010-06-01	6	1	139.83
17809	2009-12-01	2010-06-01	6	1	762.00
17841	2009-12-01	2010-06-01	6	6	2854.29
17848	2009-12-01	2010-06-01	6	2	194.71
17858	2009-12-01	2010-06-01	6	1	138.70
17865	2009-12-01	2010-06-01	6	1	970.20
17867	2009-12-01	2010-06-01	6	1	24.00
17884	2009-12-01	2010-06-01	6	3	475.94
17888	2009-12-01	2010-06-01	6	3	121.00
17913	2009-12-01	2010-06-01	6	1	218.19
17920	2009-12-01	2010-06-01	6	3	1263.58
17949	2009-12-01	2010-06-01	6	3	915.60
17954	2009-12-01	2010-06-01	6	1	240.96
17961	2009-12-01	2010-06-01	6	3	37.35
17965	2009-12-01	2010-06-01	6	2	98.48
17969	2009-12-01	2010-06-01	6	1	112.55
17990	2009-12-01	2010-06-01	6	1	202.98
18001	2009-12-01	2010-06-01	6	1	101.10
18036	2009-12-01	2010-06-01	6	1	199.93
18037	2009-12-01	2010-06-01	6	1	7.95
18102	2009-12-01	2010-06-01	6	4	15349.62
18144	2009-12-01	2010-06-01	6	1	131.24
18145	2009-12-01	2010-06-01	6	1	188.30
18168	2009-12-01	2010-06-01	6	2	397.77
18172	2009-12-01	2010-06-01	6	1	484.58
18203	2009-12-01	2010-06-01	6	1	100.45
18219	2009-12-01	2010-06-01	6	1	193.10
18223	2009-12-01	2010-06-01	6	1	639.39
18225	2009-12-01	2010-06-01	6	1	144.55
18252	2009-12-01	2010-06-01	6	1	178.50
18260	2009-12-01	2010-06-01	6	1	128.52
12417	2009-12-01	2010-07-01	7	1	166.55
12422	2009-12-01	2010-07-01	7	1	227.73
12472	2009-12-01	2010-07-01	7	1	610.58
12490	2009-12-01	2010-07-01	7	1	455.00
12523	2009-12-01	2010-07-01	7	2	327.73
12583	2009-12-01	2010-07-01	7	1	500.80
12609	2009-12-01	2010-07-01	7	1	405.81
12664	2009-12-01	2010-07-01	7	1	559.08
12681	2009-12-01	2010-07-01	7	1	498.72
12682	2009-12-01	2010-07-01	7	1	362.54
12709	2009-12-01	2010-07-01	7	3	3158.11
12712	2009-12-01	2010-07-01	7	1	207.60
12748	2009-12-01	2010-07-01	7	9	630.45
12759	2009-12-01	2010-07-01	7	1	451.45
12820	2009-12-01	2010-07-01	7	1	207.33
12826	2009-12-01	2010-07-01	7	1	307.66
12835	2009-12-01	2010-07-01	7	2	323.41
12836	2009-12-01	2010-07-01	7	2	370.66
12839	2009-12-01	2010-07-01	7	1	329.80
12843	2009-12-01	2010-07-01	7	2	633.65
12867	2009-12-01	2010-07-01	7	1	598.01
12872	2009-12-01	2010-07-01	7	1	276.34
12917	2009-12-01	2010-07-01	7	1	984.20
12921	2009-12-01	2010-07-01	7	3	948.36
12949	2009-12-01	2010-07-01	7	1	1389.12
12971	2009-12-01	2010-07-01	7	2	281.50
12975	2009-12-01	2010-07-01	7	2	806.56
12980	2009-12-01	2010-07-01	7	1	559.20
12989	2009-12-01	2010-07-01	7	3	1127.50
13001	2009-12-01	2010-07-01	7	2	1314.45
13004	2009-12-01	2010-07-01	7	2	622.64
13013	2009-12-01	2010-07-01	7	2	660.52
13021	2009-12-01	2010-07-01	7	1	268.28
13047	2009-12-01	2010-07-01	7	2	623.58
13050	2009-12-01	2010-07-01	7	1	313.02
13074	2009-12-01	2010-07-01	7	1	316.50
13078	2009-12-01	2010-07-01	7	3	1050.02
13081	2009-12-01	2010-07-01	7	2	3832.60
13082	2009-12-01	2010-07-01	7	2	482.40
13089	2009-12-01	2010-07-01	7	4	2663.96
13093	2009-12-01	2010-07-01	7	4	3212.44
13148	2009-12-01	2010-07-01	7	2	494.74
13154	2009-12-01	2010-07-01	7	1	675.88
13162	2009-12-01	2010-07-01	7	1	330.00
13178	2009-12-01	2010-07-01	7	1	1105.50
13199	2009-12-01	2010-07-01	7	2	276.48
13211	2009-12-01	2010-07-01	7	1	199.30
13266	2009-12-01	2010-07-01	7	1	475.54
13267	2009-12-01	2010-07-01	7	2	348.02
13269	2009-12-01	2010-07-01	7	1	176.10
13317	2009-12-01	2010-07-01	7	1	310.42
13327	2009-12-01	2010-07-01	7	1	362.20
13329	2009-12-01	2010-07-01	7	2	654.40
13394	2009-12-01	2010-07-01	7	1	340.84
13408	2009-12-01	2010-07-01	7	5	1516.52
13418	2009-12-01	2010-07-01	7	1	299.52
13426	2009-12-01	2010-07-01	7	1	420.80
13468	2009-12-01	2010-07-01	7	3	649.34
13481	2009-12-01	2010-07-01	7	2	419.29
13485	2009-12-01	2010-07-01	7	1	248.18
13487	2009-12-01	2010-07-01	7	1	167.52
13491	2009-12-01	2010-07-01	7	2	297.04
13531	2009-12-01	2010-07-01	7	2	341.96
13542	2009-12-01	2010-07-01	7	2	339.02
13557	2009-12-01	2010-07-01	7	1	155.73
13564	2009-12-01	2010-07-01	7	6	2213.35
13571	2009-12-01	2010-07-01	7	1	129.20
13576	2009-12-01	2010-07-01	7	1	520.52
13590	2009-12-01	2010-07-01	7	1	486.33
13668	2009-12-01	2010-07-01	7	1	655.41
13680	2009-12-01	2010-07-01	7	1	1166.46
13694	2009-12-01	2010-07-01	7	4	2924.32
13728	2009-12-01	2010-07-01	7	1	169.14
13735	2009-12-01	2010-07-01	7	1	545.55
13740	2009-12-01	2010-07-01	7	1	309.14
13767	2009-12-01	2010-07-01	7	2	688.06
13769	2009-12-01	2010-07-01	7	1	322.42
13777	2009-12-01	2010-07-01	7	2	762.46
13782	2009-12-01	2010-07-01	7	1	39.00
13798	2009-12-01	2010-07-01	7	4	4253.26
13831	2009-12-01	2010-07-01	7	1	311.40
13855	2009-12-01	2010-07-01	7	1	107.24
13875	2009-12-01	2010-07-01	7	1	471.36
13895	2009-12-01	2010-07-01	7	1	584.45
13952	2009-12-01	2010-07-01	7	1	765.00
13958	2009-12-01	2010-07-01	7	2	2000.81
13984	2009-12-01	2010-07-01	7	1	140.15
13995	2009-12-01	2010-07-01	7	1	300.26
13999	2009-12-01	2010-07-01	7	2	658.40
14000	2009-12-01	2010-07-01	7	1	305.32
14031	2009-12-01	2010-07-01	7	3	1997.18
14040	2009-12-01	2010-07-01	7	1	517.74
14051	2009-12-01	2010-07-01	7	1	332.50
14061	2009-12-01	2010-07-01	7	1	364.00
14062	2009-12-01	2010-07-01	7	1	539.00
14083	2009-12-01	2010-07-01	7	1	15.12
14085	2009-12-01	2010-07-01	7	1	333.67
14092	2009-12-01	2010-07-01	7	1	344.78
14099	2009-12-01	2010-07-01	7	1	361.93
14107	2009-12-01	2010-07-01	7	1	737.03
14110	2009-12-01	2010-07-01	7	2	635.26
14113	2009-12-01	2010-07-01	7	1	88.00
14134	2009-12-01	2010-07-01	7	1	513.18
14135	2009-12-01	2010-07-01	7	1	379.20
14156	2009-12-01	2010-07-01	7	7	22754.47
14159	2009-12-01	2010-07-01	7	1	431.21
14211	2009-12-01	2010-07-01	7	1	312.50
14239	2009-12-01	2010-07-01	7	1	135.46
14258	2009-12-01	2010-07-01	7	3	2491.44
14285	2009-12-01	2010-07-01	7	1	742.86
14291	2009-12-01	2010-07-01	7	1	528.24
14298	2009-12-01	2010-07-01	7	3	1721.20
14299	2009-12-01	2010-07-01	7	2	655.69
14307	2009-12-01	2010-07-01	7	1	255.44
14415	2009-12-01	2010-07-01	7	1	642.41
14422	2009-12-01	2010-07-01	7	1	334.28
14467	2009-12-01	2010-07-01	7	1	209.90
14512	2009-12-01	2010-07-01	7	1	197.33
14514	2009-12-01	2010-07-01	7	1	346.70
14527	2009-12-01	2010-07-01	7	5	575.23
14540	2009-12-01	2010-07-01	7	1	352.06
14543	2009-12-01	2010-07-01	7	6	692.60
14546	2009-12-01	2010-07-01	7	1	367.00
14590	2009-12-01	2010-07-01	7	3	434.61
14606	2009-12-01	2010-07-01	7	8	1426.23
14608	2009-12-01	2010-07-01	7	1	196.85
14626	2009-12-01	2010-07-01	7	1	333.07
14646	2009-12-01	2010-07-01	7	2	3729.66
14648	2009-12-01	2010-07-01	7	1	356.97
14653	2009-12-01	2010-07-01	7	1	415.61
14667	2009-12-01	2010-07-01	7	3	878.60
14679	2009-12-01	2010-07-01	7	1	478.16
14680	2009-12-01	2010-07-01	7	3	1890.35
14695	2009-12-01	2010-07-01	7	1	622.54
14702	2009-12-01	2010-07-01	7	2	496.79
14709	2009-12-01	2010-07-01	7	1	429.41
14710	2009-12-01	2010-07-01	7	1	186.18
14713	2009-12-01	2010-07-01	7	1	141.54
14732	2009-12-01	2010-07-01	7	1	172.73
14735	2009-12-01	2010-07-01	7	3	527.10
14739	2009-12-01	2010-07-01	7	2	663.82
14755	2009-12-01	2010-07-01	7	2	831.95
14828	2009-12-01	2010-07-01	7	2	1062.48
14861	2009-12-01	2010-07-01	7	2	162.77
14895	2009-12-01	2010-07-01	7	4	1016.54
14896	2009-12-01	2010-07-01	7	2	422.49
14898	2009-12-01	2010-07-01	7	2	396.29
14905	2009-12-01	2010-07-01	7	1	303.50
14911	2009-12-01	2010-07-01	7	14	8002.56
14952	2009-12-01	2010-07-01	7	1	450.20
14961	2009-12-01	2010-07-01	7	2	1882.10
15005	2009-12-01	2010-07-01	7	2	537.64
15015	2009-12-01	2010-07-01	7	2	459.39
15039	2009-12-01	2010-07-01	7	5	2483.37
15044	2009-12-01	2010-07-01	7	1	478.01
15051	2009-12-01	2010-07-01	7	1	262.86
15061	2009-12-01	2010-07-01	7	7	9113.81
15078	2009-12-01	2010-07-01	7	1	531.38
15079	2009-12-01	2010-07-01	7	1	318.93
15093	2009-12-01	2010-07-01	7	2	889.46
15179	2009-12-01	2010-07-01	7	1	313.34
15222	2009-12-01	2010-07-01	7	1	303.95
15260	2009-12-01	2010-07-01	7	1	720.29
15291	2009-12-01	2010-07-01	7	2	650.25
15298	2009-12-01	2010-07-01	7	1	347.81
15311	2009-12-01	2010-07-01	7	4	3407.02
15353	2009-12-01	2010-07-01	7	1	393.72
15358	2009-12-01	2010-07-01	7	1	637.86
15369	2009-12-01	2010-07-01	7	4	3909.06
15394	2009-12-01	2010-07-01	7	1	540.07
15494	2009-12-01	2010-07-01	7	1	113.24
15498	2009-12-01	2010-07-01	7	1	348.10
15518	2009-12-01	2010-07-01	7	1	279.18
15523	2009-12-01	2010-07-01	7	1	1598.75
15527	2009-12-01	2010-07-01	7	3	488.50
15542	2009-12-01	2010-07-01	7	1	345.93
15547	2009-12-01	2010-07-01	7	1	419.34
15550	2009-12-01	2010-07-01	7	1	166.05
15555	2009-12-01	2010-07-01	7	2	1201.98
15581	2009-12-01	2010-07-01	7	1	1745.41
15601	2009-12-01	2010-07-01	7	1	424.66
15602	2009-12-01	2010-07-01	7	1	98.66
15615	2009-12-01	2010-07-01	7	4	847.78
15623	2009-12-01	2010-07-01	7	1	283.18
15628	2009-12-01	2010-07-01	7	1	328.29
15633	2009-12-01	2010-07-01	7	1	187.95
15637	2009-12-01	2010-07-01	7	1	50.80
15658	2009-12-01	2010-07-01	7	1	360.72
15674	2009-12-01	2010-07-01	7	1	305.72
15694	2009-12-01	2010-07-01	7	2	733.80
15719	2009-12-01	2010-07-01	7	1	244.58
15738	2009-12-01	2010-07-01	7	2	597.11
15759	2009-12-01	2010-07-01	7	1	141.36
15768	2009-12-01	2010-07-01	7	2	154.77
15769	2009-12-01	2010-07-01	7	2	1485.00
15808	2009-12-01	2010-07-01	7	1	367.52
15841	2009-12-01	2010-07-01	7	1	315.81
15854	2009-12-01	2010-07-01	7	1	303.90
15856	2009-12-01	2010-07-01	7	1	542.70
15862	2009-12-01	2010-07-01	7	1	296.43
15867	2009-12-01	2010-07-01	7	1	220.83
15879	2009-12-01	2010-07-01	7	1	107.80
15898	2009-12-01	2010-07-01	7	1	109.90
15965	2009-12-01	2010-07-01	7	2	231.53
15967	2009-12-01	2010-07-01	7	1	245.49
15984	2009-12-01	2010-07-01	7	1	174.64
15998	2009-12-01	2010-07-01	7	1	326.86
