customer_id	cohort_month	lifetime_orders	lifetime_revenue	active_months
14211	2009-12-01	18	4402.29	11
15203	2009-12-01	15	4400.18	14
12600	2009-12-01	21	4390.42	17
16732	2009-12-01	4	4387.64	4
18272	2010-03-01	9	4385.98	8
14514	2009-12-01	9	4380.04	9
16118	2010-02-01	1	4376.25	1
13297	2010-06-01	7	4368.62	6
12752	2011-09-01	1	4366.78	1
15861	2010-01-01	12	4360.90	8
12432	2011-06-01	4	4359.32	2
12917	2009-12-01	6	4359.20	5
16283	2010-02-01	8	4348.62	8
15633	2009-12-01	13	4335.96	8
14334	2010-05-01	12	4318.48	12
17372	2009-12-01	27	4316.46	16
17191	2009-12-01	15	4310.34	11
14482	2010-08-01	12	4306.72	7
12928	2010-06-01	12	4304.89	9
14854	2010-01-01	11	4303.06	9
17937	2010-12-01	7	4301.22	6
13880	2010-05-01	17	4293.86	14
16858	2009-12-01	10	4292.59	9
16125	2009-12-01	14	4292.35	12
18230	2010-07-01	9	4291.06	8
14307	2009-12-01	10	4287.92	9
12536	2011-10-01	1	4279.71	1
16293	2009-12-01	15	4279.20	10
16081	2010-02-01	8	4278.96	8
17930	2010-03-01	13	4275.22	11
12449	2010-09-01	5	4274.89	5
14466	2009-12-01	13	4267.15	12
14239	2009-12-01	21	4263.17	16
16571	2010-03-01	10	4248.74	10
12935	2010-04-01	15	4243.86	12
12395	2010-04-01	15	4241.17	11
17728	2010-09-01	5	4238.76	5
13911	2010-03-01	20	4234.99	12
16875	2010-01-01	11	4234.53	9
14001	2010-08-01	9	4228.85	7
16712	2010-11-01	13	4225.22	7
17412	2009-12-01	16	4220.22	13
16743	2010-04-01	14	4212.15	12
15804	2011-05-01	13	4206.39	8
18079	2010-08-01	5	4203.93	4
12598	2010-03-01	10	4192.09	7
15518	2009-12-01	15	4189.99	11
17406	2009-12-01	13	4186.95	8
14868	2010-10-01	12	4184.01	8
17738	2010-03-01	13	4183.56	9
18287	2010-05-01	7	4182.99	5
16072	2010-06-01	4	4180.09	3
12757	2011-05-01	9	4176.75	5
17673	2010-03-01	13	4173.88	11
18194	2010-01-01	6	4162.04	6
14740	2010-02-01	11	4161.06	9
12653	2010-07-01	3	4160.83	3
13461	2010-04-01	6	4160.00	6
16749	2009-12-01	2	4157.88	2
16209	2010-06-01	9	4146.78	7
15002	2010-01-01	9	4138.08	8
13450	2010-04-01	13	4120.04	11
15493	2010-02-01	9	4113.19	8
12553	2010-10-01	12	4104.75	11
14408	2009-12-01	11	4102.27	10
16477	2010-08-01	11	4094.37	10
14566	2010-06-01	4	4092.00	4
15050	2010-08-01	5	4087.19	4
12444	2011-06-01	5	4085.46	5
12627	2011-07-01	6	4082.53	5
18077	2009-12-01	18	4078.79	13
14878	2010-02-01	25	4076.50	17
14913	2010-08-01	8	4073.13	8
12483	2010-01-01	19	4069.18	14
17682	2010-03-01	11	4065.28	11
14025	2010-05-01	8	4057.90	4
17083	2010-02-01	9	4049.79	8
13048	2010-01-01	9	4049.13	9
13421	2010-02-01	8	4048.25	6
12840	2010-02-01	7	4041.97	7
15680	2009-12-01	10	4028.69	10
12578	2010-09-01	4	4026.45	4
14824	2010-03-01	10	4022.91	7
15782	2010-10-01	4	4014.10	4
16098	2009-12-01	14	4010.70	13
12523	2009-12-01	23	4010.35	18
13895	2009-12-01	6	4008.52	6
16841	2010-01-01	12	4006.06	11
16150	2009-12-01	10	4002.17	10
17618	2010-01-01	11	4001.64	9
17307	2010-01-01	11	3999.89	9
16455	2010-03-01	11	3995.57	8
16241	2010-10-01	16	3989.81	12
15665	2010-03-01	5	3987.07	5
14547	2011-10-01	8	3974.75	3
16218	2010-05-01	13	3968.67	9
14047	2010-02-01	14	3968.11	11
15572	2010-04-01	10	3965.20	8
14817	2010-03-01	7	3959.86	7
13542	2009-12-01	17	3959.49	12
12370	2010-02-01	7	3956.56	5
13982	2010-01-01	9	3954.29	9
17667	2010-02-01	9	3950.70	8
16791	2009-12-01	15	3944.88	13
18259	2009-12-01	7	3941.90	6
17526	2009-12-01	12	3939.24	10
15819	2010-03-01	10	3934.79	8
15051	2009-12-01	9	3926.91	9
14465	2010-01-01	11	3925.85	9
15752	2010-09-01	9	3924.91	9
16771	2009-12-01	10	3921.10	10
13037	2009-12-01	12	3914.95	11
12853	2010-02-01	11	3907.50	7
12408	2010-07-01	8	3905.77	7
13995	2009-12-01	14	3902.01	13
12388	2010-05-01	8	3901.11	8
14498	2010-06-01	10	3900.83	10
17646	2009-12-01	12	3898.79	12
15571	2009-12-01	14	3892.35	8
17218	2010-01-01	18	3889.39	12
15708	2010-10-01	9	3887.15	8
13446	2010-02-01	11	3881.89	7
15696	2010-01-01	13	3881.22	10
14655	2010-04-01	7	3878.51	7
15823	2009-12-01	2	3867.17	1
15067	2010-04-01	5	3862.88	4
12782	2010-07-01	11	3862.24	9
15195	2011-12-01	1	3861.00	1
18073	2011-05-01	12	3859.82	4
14565	2010-08-01	5	3859.22	5
16440	2010-08-01	6	3856.97	5
16057	2010-01-01	10	3854.85	7
13213	2010-05-01	11	3851.52	8
16341	2010-04-01	7	3850.79	5
14532	2010-01-01	11	3845.78	10
13481	2009-12-01	11	3830.84	9
17287	2009-12-01	21	3826.86	14
15421	2009-12-01	10	3805.34	9
16636	2010-03-01	4	3802.04	3
17954	2009-12-01	19	3801.83	14
16128	2010-07-01	11	3801.05	7
16928	2010-02-01	26	3798.08	13
13357	2010-03-01	5	3795.01	4
17071	2010-01-01	13	3793.71	12
14309	2010-06-01	11	3780.81	9
13126	2010-03-01	13	3774.81	11
17211	2009-12-01	13	3773.35	9
16466	2010-03-01	15	3767.09	14
17173	2011-07-01	8	3766.60	5
15834	2010-10-01	7	3761.89	5
17553	2010-04-01	4	3757.60	3
12876	2010-04-01	4	3751.79	4
17293	2009-12-01	17	3750.63	15
15370	2010-10-01	8	3739.01	7
15704	2010-05-01	6	3734.66	5
14515	2010-06-01	12	3724.06	7
16240	2011-09-01	2	3718.80	2
14364	2011-05-01	8	3717.35	4
15532	2010-06-01	10	3717.20	8
14540	2009-12-01	11	3709.64	10
14776	2010-09-01	15	3708.30	10
15288	2010-02-01	10	3706.53	9
15255	2009-12-01	9	3706.02	7
15494	2009-12-01	5	3702.60	5
16772	2009-12-01	3	3698.05	3
17096	2010-06-01	11	3697.93	9
16094	2010-04-01	11	3695.56	8
12726	2010-03-01	11	3690.60	11
12857	2010-01-01	6	3688.00	6
12349	2010-04-01	3	3678.69	3
14744	2010-05-01	14	3660.08	8
14593	2009-12-01	12	3658.03	7
14857	2010-03-01	7	3651.85	5
14649	2010-01-01	9	3651.19	8
14640	2010-01-01	10	3649.36	10
13632	2010-04-01	8	3645.81	7
12422	2009-12-01	12	3639.35	11
17063	2009-12-01	13	3638.53	10
14770	2010-02-01	8	3637.64	7
16748	2009-12-01	14	3637.33	12
12721	2010-08-01	8	3635.08	8
16053	2010-04-01	6	3634.84	5
13505	2011-04-01	4	3633.63	4
17528	2011-09-01	8	3628.50	4
16444	2010-03-01	17	3625.88	12
15079	2009-12-01	11	3625.40	8
13305	2010-03-01	16	3616.41	14
16503	2010-06-01	11	3614.34	9
12360	2010-02-01	6	3612.89	6
15505	2011-07-01	5	3610.96	4
15791	2010-03-01	5	3608.34	5
18242	2010-01-01	8	3605.21	6
15827	2010-01-01	28	3603.14	18
13750	2010-04-01	11	3602.18	10
16325	2009-12-01	12	3597.50	9
17422	2010-06-01	11	3594.76	11
15480	2010-02-01	3	3592.25	3
17019	2009-12-01	11	3586.99	9
17659	2010-11-01	14	3586.99	8
14132	2011-06-01	11	3586.03	7
15569	2010-02-01	10	3583.45	8
14653	2009-12-01	12	3583.11	8
17679	2009-12-01	7	3577.61	6
17311	2010-02-01	6	3566.56	6
15024	2010-10-01	16	3559.39	7
14737	2010-11-01	4	3554.17	4
15858	2009-12-01	13	3552.41	11
15222	2009-12-01	11	3550.91	8
14882	2010-03-01	14	3546.65	6
14503	2011-06-01	6	3543.26	4
17848	2009-12-01	30	3538.46	19
16950	2010-01-01	10	3533.77	10
17722	2010-11-01	5	3520.22	5
16336	2010-03-01	4	3517.69	3
16395	2009-12-01	14	3517.56	9
15113	2011-10-01	3	3509.04	2
16719	2009-12-01	14	3508.62	14
18044	2010-05-01	18	3505.61	13
14934	2010-09-01	5	3503.50	4
13929	2010-01-01	11	3494.10	9
16983	2010-09-01	11	3490.53	9
15059	2009-12-01	19	3490.40	14
15306	2010-02-01	9	3484.73	7
13577	2009-12-01	11	3484.28	9
17597	2010-05-01	5	3484.09	5
15712	2009-12-01	12	3472.41	12
13849	2010-03-01	5	3469.30	5
14533	2010-04-01	11	3466.37	9
14837	2010-01-01	9	3460.32	8
16360	2011-09-01	6	3450.41	4
12358	2009-12-01	5	3447.07	5
13313	2009-12-01	12	3445.32	10
13536	2011-09-01	7	3444.39	4
16347	2010-03-01	11	3442.96	8
15974	2011-02-01	7	3442.15	7
16208	2010-02-01	10	3440.45	10
15953	2009-12-01	18	3440.34	13
17725	2011-03-01	11	3439.08	9
12670	2010-02-01	7	3436.29	6
15676	2011-03-01	3	3435.76	2
18168	2009-12-01	16	3435.50	13
16045	2010-07-01	8	3434.93	6
15351	2010-10-01	10	3430.22	5
14409	2010-05-01	9	3427.29	8
17913	2009-12-01	14	3425.09	12
16281	2010-01-01	3	3424.02	3
17876	2010-02-01	3	3424.02	3
13437	2011-06-01	7	3408.06	4
13823	2009-12-01	7	3403.45	7
17931	2010-02-01	14	3402.24	10
15114	2010-10-01	12	3400.12	10
15811	2010-11-01	7	3392.55	6
13425	2010-05-01	5	3390.43	5
15058	2010-02-01	16	3387.58	12
12530	2010-03-01	9	3381.26	9
17723	2010-11-01	7	3378.40	5
13979	2009-12-01	7	3373.63	5
13135	2010-08-01	2	3371.45	2
16271	2010-03-01	8	3367.82	8
14898	2009-12-01	14	3365.95	12
13707	2010-06-01	5	3365.86	4
13285	2010-03-01	6	3364.59	6
15538	2010-02-01	6	3358.40	4
18219	2009-12-01	17	3352.70	14
13246	2010-07-01	11	3351.75	9
16818	2011-05-01	11	3349.57	6
12371	2010-03-01	4	3347.38	3
17183	2011-08-01	6	3347.31	4
15265	2009-12-01	4	3345.64	4
14608	2009-12-01	10	3342.94	9
12424	2010-06-01	4	3340.03	3
16351	2009-12-01	13	3330.03	10
15065	2010-10-01	5	3326.86	5
12865	2010-08-01	4	3323.47	4
12631	2010-01-01	6	3321.57	5
13431	2010-02-01	8	3316.24	7
12623	2010-01-01	7	3315.84	7
13824	2010-03-01	12	3314.76	12
13131	2010-02-01	7	3313.77	6
14217	2010-06-01	23	3298.59	16
13611	2009-12-01	10	3297.93	9
12589	2010-01-01	6	3294.91	5
13031	2010-06-01	5	3292.84	5
17768	2009-12-01	7	3292.73	6
16539	2010-06-01	10	3289.66	7
13650	2010-01-01	10	3288.00	9
15632	2011-03-01	8	3285.31	7
14285	2009-12-01	8	3284.42	7
12872	2009-12-01	12	3283.96	12
18188	2010-03-01	6	3280.59	6
15978	2010-03-01	3	3279.42	3
17774	2010-02-01	9	3272.83	9
13291	2010-02-01	11	3270.79	9
16067	2010-02-01	3	3269.11	3
12377	2010-04-01	4	3266.32	4
13214	2010-03-01	7	3264.23	6
14064	2010-01-01	15	3260.24	12
14451	2010-01-01	12	3258.68	11
17924	2010-10-01	8	3257.70	5
15057	2009-12-01	5	3255.96	5
14215	2009-12-01	9	3250.33	8
15380	2009-12-01	11	3248.96	10
12770	2010-09-01	2	3246.45	2
16612	2009-12-01	9	3245.43	8
15140	2010-09-01	8	3243.69	7
17353	2010-03-01	4	3242.00	4
15356	2010-10-01	13	3239.57	11
12468	2010-01-01	5	3238.74	5
15625	2010-06-01	9	3236.40	7
12963	2010-07-01	12	3235.79	8
16101	2010-05-01	4	3229.16	4
14669	2009-12-01	7	3216.78	5
14507	2009-12-01	11	3216.74	10
12645	2010-02-01	8	3215.30	8
12951	2010-01-01	15	3213.72	13
16918	2009-12-01	16	3206.54	12
16107	2011-06-01	7	3204.16	6
17147	2010-01-01	9	3199.95	9
14315	2010-03-01	8	3197.82	7
15027	2010-03-01	10	3195.60	7
12597	2011-03-01	4	3195.22	4
13868	2011-11-01	2	3192.54	2
13397	2010-01-01	10	3191.87	10
16515	2010-06-01	10	3179.06	9
17621	2010-10-01	6	3175.12	4
16837	2011-04-01	11	3170.98	5
17640	2010-03-01	6	3168.94	5
16365	2009-12-01	15	3167.34	11
16041	2011-07-01	3	3166.40	2
13804	2010-09-01	9	3161.12	5
12976	2010-02-01	8	3156.38	7
16584	2010-02-01	5	3156.17	5
13268	2011-03-01	10	3152.71	6
12569	2011-04-01	32	3152.69	9
14306	2010-01-01	6	3151.40	5
15614	2010-03-01	4	3147.36	3
15916	2009-12-01	13	3145.24	11
17702	2010-11-01	6	3144.04	5
15095	2010-01-01	10	3141.64	8
14897	2009-12-01	8	3140.54	8
15602	2009-12-01	16	3137.96	12
17354	2010-10-01	4	3133.96	2
13786	2009-12-01	6	3127.99	5
14963	2010-07-01	12	3123.57	7
15199	2010-05-01	10	3122.40	10
17145	2010-02-01	4	3120.91	2
13685	2011-10-01	7	3119.44	2
13052	2010-02-01	7	3118.48	6
13692	2010-10-01	5	3114.40	4
14978	2010-04-01	10	3112.19	8
15983	2009-12-01	8	3110.37	4
16678	2011-03-01	12	3109.99	8
13742	2011-01-01	12	3107.87	7
12909	2010-02-01	8	3103.19	7
13538	2010-02-01	12	3103.13	11
15031	2009-12-01	14	3102.94	11
15491	2011-04-01	6	3100.09	5
13772	2010-02-01	8	3100.02	7
16933	2009-12-01	9	3099.30	8
13464	2010-03-01	6	3097.64	5
12937	2009-12-01	9	3097.61	8
15105	2010-03-01	9	3094.91	6
14312	2010-07-01	11	3090.29	9
12619	2010-05-01	9	3085.70	7
15373	2010-05-01	17	3084.54	13
12511	2010-10-01	1	3084.02	1
17929	2009-12-01	12	3082.10	10
17090	2010-07-01	13	3080.18	9
14700	2010-08-01	5	3076.06	5
14044	2010-01-01	10	3073.95	9
12469	2010-06-01	2	3070.54	2
13631	2011-03-01	11	3070.42	5
14038	2010-02-01	5	3069.88	5
13196	2010-04-01	7	3068.84	6
16400	2009-12-01	9	3059.85	8
16059	2010-05-01	12	3053.57	11
16007	2010-06-01	7	3053.06	6
15241	2010-02-01	11	3050.16	10
16560	2009-12-01	8	3048.38	7
14916	2010-04-01	8	3042.95	6
13647	2010-04-01	8	3041.68	7
12510	2009-12-01	7	3039.03	7
15754	2010-02-01	9	3037.61	8
14673	2010-10-01	7	3037.32	5
13557	2009-12-01	13	3032.26	8
12609	2009-12-01	9	3021.86	9
12849	2010-04-01	6	3015.98	5
13485	2009-12-01	11	3015.22	7
13848	2009-12-01	8	3015.00	8
14456	2011-07-01	9	3014.32	5
12754	2011-02-01	3	3010.74	3
16718	2009-12-01	5	3006.08	5
14621	2010-01-01	9	3000.57	8
13635	2009-12-01	4	2999.16	3
15810	2010-02-01	8	2999.04	8
15182	2010-02-01	11	2998.95	7
14161	2009-12-01	7	2996.93	7
12502	2011-02-01	5	2995.87	5
14590	2009-12-01	20	2993.37	10
15687	2011-01-01	9	2993.10	7
14344	2010-03-01	20	2993.05	12
15681	2010-05-01	14	2989.70	8
18241	2010-04-01	21	2986.99	10
14226	2010-09-01	6	2985.13	5
16012	2010-06-01	5	2978.59	5
17655	2010-10-01	9	2976.38	8
15611	2010-01-01	24	2976.28	14
12838	2010-04-01	10	2975.91	8
12854	2009-12-01	7	2970.97	6
16120	2010-10-01	6	2967.51	2
15967	2009-12-01	12	2966.00	10
17692	2010-06-01	12	2960.44	10
14506	2010-04-01	7	2960.25	7
15329	2009-12-01	11	2958.83	10
16416	2010-02-01	9	2957.88	6
13012	2010-04-01	11	2957.83	8
13110	2009-12-01	12	2957.47	10
16736	2009-12-01	5	2956.56	3
14867	2009-12-01	16	2952.06	11
13253	2010-01-01	4	2951.11	4
12877	2010-01-01	20	2942.14	18
15757	2010-06-01	6	2940.36	6
17588	2010-03-01	7	2939.55	7
14544	2010-08-01	3	2938.53	3
12967	2010-11-01	3	2938.52	2
15312	2009-12-01	12	2930.19	11
13890	2009-12-01	14	2927.38	9
12906	2011-09-01	5	2919.81	2
16358	2010-11-01	5	2919.65	5
15392	2010-10-01	7	2911.62	6
13784	2010-09-01	14	2910.23	11
14524	2010-10-01	13	2909.86	7
13764	2010-03-01	6	2908.67	5
14233	2010-03-01	7	2904.27	7
14293	2009-12-01	9	2903.01	7
17032	2009-12-01	5	2896.69	4
17242	2010-01-01	5	2889.28	5
16383	2010-02-01	7	2887.99	7
13501	2010-05-01	3	2885.11	3
16633	2011-04-01	6	2883.10	6
14251	2011-10-01	5	2879.70	3
18170	2010-01-01	9	2878.00	8
14005	2011-05-01	5	2874.72	5
16467	2009-12-01	7	2869.16	6
16711	2009-12-01	9	2868.48	8
16229	2010-05-01	6	2867.86	6
17961	2009-12-01	100	2866.74	23
14758	2010-04-01	7	2864.97	7
16755	2009-12-01	7	2864.68	7
16062	2010-06-01	8	2863.45	7
14875	2010-09-01	3	2862.40	3
13963	2010-04-01	17	2860.57	11
16979	2010-09-01	9	2859.74	8
16225	2010-02-01	15	2859.31	11
15043	2010-06-01	6	2855.32	5
13728	2009-12-01	16	2855.17	16
14935	2010-03-01	2	2849.83	2
16554	2009-12-01	8	2841.72	8
14711	2011-03-01	11	2839.62	7
14842	2011-02-01	4	2824.69	4
16775	2010-09-01	16	2820.84	13
15563	2010-01-01	6	2820.46	6
17228	2010-03-01	13	2820.03	10
13477	2010-01-01	11	2819.17	10
13032	2010-09-01	9	2815.96	5
17386	2010-11-01	7	2812.77	5
16871	2011-03-01	6	2812.34	4
15797	2010-01-01	5	2806.08	5
13799	2010-03-01	9	2803.57	8
13205	2010-09-01	1	2803.20	1
12826	2009-12-01	12	2800.75	10
13330	2010-02-01	6	2796.10	6
14903	2011-03-01	5	2795.33	5
14035	2010-04-01	9	2794.75	9
15353	2009-12-01	7	2794.47	7
12863	2010-04-01	6	2792.55	6
16764	2011-07-01	13	2790.95	6
15073	2010-01-01	8	2788.02	6
17530	2009-12-01	12	2787.10	10
17552	2010-03-01	12	2786.77	8
13719	2010-05-01	11	2782.10	9
14121	2011-10-01	4	2780.15	3
17790	2010-06-01	20	2779.41	12
14869	2009-12-01	6	2778.14	6
16104	2009-12-01	9	2774.46	7
17031	2010-05-01	6	2773.85	6
15235	2010-11-01	16	2772.76	6
15965	2009-12-01	13	2771.94	9
13695	2010-05-01	16	2770.73	10
15993	2011-10-01	7	2768.97	3
18210	2010-11-01	7	2768.83	5
15817	2010-06-01	3	2766.40	3
16407	2010-10-01	14	2761.65	10
17115	2009-12-01	7	2761.49	7
17368	2009-12-01	14	2758.29	9
16335	2009-12-01	7	2753.52	6
17870	2010-11-01	13	2753.29	8
13736	2009-12-01	7	2752.47	6
17490	2010-05-01	9	2750.50	6
14665	2010-04-01	7	2749.65	5
12982	2010-04-01	8	2744.81	7
15841	2009-12-01	9	2742.41	7
13077	2009-12-01	11	2740.65	9
17241	2010-02-01	12	2736.64	8
15389	2010-01-01	5	2733.80	5
12986	2010-01-01	10	2729.84	6
15596	2010-07-01	9	2727.72	8
12391	2010-02-01	6	2724.84	4
14404	2009-12-01	13	2724.13	12
16190	2009-12-01	8	2723.55	8
14125	2011-09-01	3	2720.63	2
14808	2011-06-01	8	2718.60	4
15985	2010-05-01	7	2715.28	6
16232	2010-06-01	7	2712.97	6
16359	2010-02-01	16	2697.75	15
18173	2010-04-01	5	2696.36	5
17884	2009-12-01	20	2693.47	11
12820	2009-12-01	11	2689.52	11
16086	2009-12-01	10	2687.73	10
14748	2010-03-01	10	2681.90	8
17388	2009-12-01	11	2675.37	9
16434	2010-01-01	12	2673.69	9
12374	2010-04-01	3	2669.22	3
17720	2010-05-01	10	2666.91	10
15910	2010-01-01	15	2661.17	15
18283	2010-02-01	22	2658.95	14
13473	2009-12-01	8	2657.76	6
15671	2011-03-01	7	2657.13	5
16369	2010-04-01	7	2654.48	7
15157	2009-12-01	5	2654.11	5
14756	2010-10-01	3	2653.76	3
17744	2010-11-01	7	2649.14	6
13203	2009-12-01	10	2648.25	10
16618	2011-01-01	5	2647.59	4
13819	2009-12-01	6	2642.35	4
15814	2010-04-01	6	2634.44	4
14410	2010-09-01	11	2630.90	8
16276	2010-04-01	3	2629.39	3
17470	2010-07-01	11	2626.47	10
13422	2011-10-01	1	2626.30	1
12635	2010-09-01	4	2624.41	4
13644	2011-08-01	4	2624.26	4
12671	2010-04-01	1	2622.48	1
15142	2010-07-01	6	2619.92	4
13211	2009-12-01	10	2618.77	8
14262	2011-04-01	8	2618.23	7
14195	2010-03-01	6	2615.60	5
14431	2010-01-01	4	2614.20	4
14397	2011-05-01	19	2612.96	8
14564	2009-12-01	2	2605.62	2
15660	2010-02-01	15	2603.69	12
17317	2011-09-01	3	2600.34	2
15826	2010-05-01	4	2598.28	3
13700	2010-02-01	13	2596.97	9
14163	2010-09-01	5	2594.62	5
14229	2010-08-01	7	2594.04	6
17043	2009-12-01	8	2593.65	7
14129	2010-05-01	9	2591.34	8
14147	2010-03-01	9	2590.20	6
12473	2011-06-01	3	2585.73	3
15062	2010-04-01	8	2585.62	7
12456	2011-03-01	3	2581.04	3
16499	2010-06-01	8	2578.34	6
16206	2010-01-01	13	2577.12	10
12685	2011-09-01	6	2575.08	3
17095	2009-12-01	7	2572.25	7
17002	2010-03-01	7	2571.55	6
15434	2010-01-01	11	2567.06	8
16817	2010-10-01	13	2560.70	9
12806	2010-04-01	2	2558.96	2
17284	2010-11-01	7	2558.60	6
13192	2010-01-01	6	2558.58	5
16036	2010-03-01	4	2556.84	4
13862	2010-11-01	9	2556.09	9
12457	2010-09-01	7	2555.91	4
15033	2011-01-01	10	2553.88	8
16115	2010-05-01	12	2553.80	12
14745	2010-03-01	12	2551.41	7
18179	2010-02-01	8	2547.55	7
17465	2009-12-01	7	2542.79	6
14548	2009-12-01	9	2541.29	6
17463	2010-04-01	7	2535.26	7
13623	2009-12-01	10	2533.06	10
15906	2010-09-01	10	2530.19	8
14659	2011-01-01	9	2529.93	9
16889	2010-05-01	6	2526.65	6
14790	2009-12-01	10	2526.62	8
13344	2011-03-01	3	2511.69	2
15862	2009-12-01	13	2507.14	9
17101	2010-06-01	7	2507.05	6
17550	2010-02-01	9	2506.64	7
12978	2009-12-01	5	2502.82	4
16202	2009-12-01	9	2501.99	6
13471	2011-10-01	4	2501.84	3
15021	2010-07-01	12	2500.59	10
15747	2010-01-01	9	2499.81	9
16987	2009-12-01	11	2499.45	7
17594	2010-04-01	4	2497.88	4
15932	2011-02-01	8	2495.87	8
13414	2010-04-01	6	2494.14	5
14541	2010-01-01	14	2491.38	12
17262	2009-12-01	11	2488.76	9
15227	2010-03-01	9	2488.49	8
15117	2010-03-01	8	2485.97	6
15716	2009-12-01	11	2482.74	11
13507	2011-07-01	4	2479.16	4
13588	2011-03-01	9	2478.95	6
13134	2010-10-01	6	2475.23	5
14696	2010-10-01	8	2473.28	8
13762	2010-01-01	5	2472.48	4
14421	2010-01-01	6	2469.37	5
17288	2010-11-01	11	2468.43	7
17164	2011-03-01	7	2467.35	5
12438	2011-07-01	2	2466.85	2
17131	2011-09-01	5	2463.17	4
12924	2009-12-01	12	2461.45	10
14256	2010-01-01	5	2460.79	4
17629	2010-10-01	10	2455.52	10
13151	2010-03-01	3	2454.71	2
17676	2010-03-01	10	2448.64	8
13338	2010-01-01	4	2445.62	4
17320	2010-01-01	6	2444.85	6
15111	2010-04-01	5	2442.37	5
18171	2010-01-01	9	2437.31	9
15623	2009-12-01	8	2437.05	8
17505	2010-04-01	5	2435.48	4
13085	2009-12-01	8	2433.28	4
17348	2010-03-01	9	2430.99	6
15077	2009-12-01	2	2428.08	2
13949	2011-09-01	6	2427.32	4
14502	2011-01-01	11	2426.79	7
12733	2010-01-01	4	2424.02	4
15215	2010-04-01	7	2422.43	6
12739	2010-11-01	2	2421.23	2
15089	2011-08-01	6	2420.84	4
15489	2010-01-01	8	2419.61	8
16040	2010-04-01	7	2416.90	7
13878	2010-04-01	4	2416.90	4
16470	2009-12-01	11	2416.85	10
13118	2010-09-01	9	2415.41	7
14205	2010-03-01	9	2414.20	8
16833	2010-03-01	6	2409.04	5
16163	2009-12-01	6	2407.98	5
12412	2010-06-01	6	2404.93	6
15341	2010-09-01	2	2402.72	2
15793	2009-12-01	8	2399.57	8
12393	2010-10-01	6	2399.45	5
14414	2010-11-01	8	2399.33	5
16147	2010-02-01	5	2398.91	5
17921	2010-07-01	10	2394.36	8
16812	2010-11-01	4	2392.00	2
13173	2009-12-01	11	2389.82	9
17444	2011-06-01	2	2389.10	2
15366	2010-02-01	7	2389.08	7
13813	2009-12-01	8	2387.47	7
16105	2010-04-01	5	2386.19	5
16638	2010-08-01	15	2380.13	10
17827	2010-03-01	6	2376.17	4
17434	2011-09-01	7	2373.82	4
13908	2011-03-01	4	2369.55	4
17623	2009-12-01	7	2365.77	7
16005	2010-09-01	10	2365.07	6
14496	2010-03-01	7	2363.89	6
16676	2010-10-01	6	2361.90	6
15860	2009-12-01	17	2358.80	11
17634	2011-01-01	9	2358.59	8
17969	2009-12-01	20	2354.29	10
14810	2010-10-01	13	2354.03	10
14295	2009-12-01	4	2352.91	4
16083	2010-11-01	4	2351.42	3
12520	2011-03-01	5	2346.26	4
15015	2009-12-01	13	2344.47	7
17591	2010-01-01	8	2339.32	8
16742	2009-12-01	13	2334.97	8
12676	2010-08-01	10	2333.09	8
13614	2010-06-01	6	2332.74	6
16496	2010-07-01	6	2330.77	5
15549	2010-01-01	8	2330.41	7
17313	2011-11-01	1	2328.84	1
16085	2010-01-01	12	2324.71	11
17004	2010-10-01	4	2324.36	4
14938	2010-05-01	2	2322.43	1
13055	2010-10-01	4	2321.11	3
16628	2010-03-01	7	2318.10	7
12948	2009-12-01	9	2317.43	6
14346	2010-07-01	5	2315.75	4
17193	2009-12-01	9	2310.04	6
17282	2010-06-01	5	2308.54	5
13704	2011-09-01	9	2308.06	4
17113	2010-01-01	6	2305.59	4
15946	2010-03-01	3	2304.18	2
17894	2010-08-01	18	2304.16	7
14555	2009-12-01	6	2304.03	6
18095	2010-04-01	5	2303.09	4
12517	2011-06-01	4	2301.60	4
12423	2010-08-01	10	2301.39	10
16077	2010-03-01	1	2300.40	1
16531	2010-09-01	11	2298.33	9
13371	2010-03-01	2	2297.66	2
13280	2010-03-01	7	2293.33	5
13059	2010-03-01	10	2291.77	6
17047	2009-12-01	6	2289.23	5
12516	2010-04-01	4	2288.62	4
17018	2009-12-01	6	2287.70	6
16485	2009-12-01	5	2287.19	5
14481	2010-01-01	5	2284.69	5
18051	2009-12-01	7	2282.28	4
13655	2010-04-01	6	2280.51	5
14554	2011-10-01	4	2279.49	2
13994	2011-07-01	6	2274.14	5
15638	2010-04-01	6	2265.20	4
17994	2010-03-01	11	2264.03	10
15734	2010-06-01	4	2263.30	4
13652	2010-02-01	5	2262.05	5
13814	2010-06-01	3	2257.32	3
13117	2010-03-01	18	2255.66	16
12584	2011-03-01	9	2254.15	8
16350	2010-10-01	9	2253.89	6
17414	2009-12-01	6	2249.52	6
14432	2011-09-01	6	2248.50	3
12701	2010-03-01	6	2248.41	4
14644	2009-12-01	7	2247.72	5
16177	2010-03-01	8	2247.31	5
16174	2010-04-01	7	2246.75	6
16883	2009-12-01	19	2246.06	8
13627	2010-03-01	7	2245.90	7
16042	2010-09-01	8	2245.32	6
13407	2010-02-01	3	2244.70	3
16823	2009-12-01	7	2243.09	6
15865	2010-01-01	5	2241.42	5
15629	2010-06-01	4	2240.90	3
14462	2010-10-01	12	2237.81	10
16551	2009-12-01	7	2237.12	7
17180	2010-01-01	11	2236.77	10
17075	2009-12-01	10	2236.63	10
