customer_id	cohort_month	first_purchase_ts
16792	2010-01-01	2010-01-04 13:47:00
16795	2010-01-01	2010-01-25 13:14:00
16822	2010-01-01	2010-01-22 14:22:00
16841	2010-01-01	2010-01-12 11:32:00
16862	2010-01-01	2010-01-07 12:57:00
16867	2010-01-01	2010-01-19 09:11:00
16875	2010-01-01	2010-01-05 09:16:00
16888	2010-01-01	2010-01-07 13:07:00
16923	2010-01-01	2010-01-31 11:14:00
16950	2010-01-01	2010-01-24 11:26:00
16954	2010-01-01	2010-01-18 14:49:00
16955	2010-01-01	2010-01-31 11:38:00
17023	2010-01-01	2010-01-11 15:09:00
17048	2010-01-01	2010-01-18 13:55:00
17050	2010-01-01	2010-01-26 14:54:00
17059	2010-01-01	2010-01-26 14:43:00
17071	2010-01-01	2010-01-24 13:05:00
17107	2010-01-01	2010-01-31 15:47:00
17113	2010-01-01	2010-01-11 10:14:00
17137	2010-01-01	2010-01-31 12:27:00
17139	2010-01-01	2010-01-11 11:31:00
17141	2010-01-01	2010-01-24 14:19:00
17142	2010-01-01	2010-01-24 15:23:00
17147	2010-01-01	2010-01-11 09:38:00
17176	2010-01-01	2010-01-31 15:49:00
17180	2010-01-01	2010-01-21 17:43:00
17218	2010-01-01	2010-01-25 16:12:00
17220	2010-01-01	2010-01-20 11:57:00
17222	2010-01-01	2010-01-10 15:24:00
17227	2010-01-01	2010-01-15 15:05:00
17242	2010-01-01	2010-01-24 10:27:00
17245	2010-01-01	2010-01-19 15:39:00
17307	2010-01-01	2010-01-19 16:38:00
17320	2010-01-01	2010-01-21 16:29:00
17323	2010-01-01	2010-01-10 11:58:00
17335	2010-01-01	2010-01-24 11:15:00
17352	2010-01-01	2010-01-12 16:13:00
17356	2010-01-01	2010-01-20 12:14:00
17362	2010-01-01	2010-01-06 10:53:00
17404	2010-01-01	2010-01-07 11:31:00
17419	2010-01-01	2010-01-25 13:19:00
17454	2010-01-01	2010-01-15 15:40:00
17460	2010-01-01	2010-01-22 13:25:00
17496	2010-01-01	2010-01-14 13:36:00
17529	2010-01-01	2010-01-11 12:29:00
17536	2010-01-01	2010-01-26 12:00:00
17584	2010-01-01	2010-01-25 08:17:00
17591	2010-01-01	2010-01-17 16:09:00
17604	2010-01-01	2010-01-27 12:19:00
17618	2010-01-01	2010-01-24 11:03:00
17672	2010-01-01	2010-01-26 17:20:00
17681	2010-01-01	2010-01-15 11:53:00
17695	2010-01-01	2010-01-28 09:27:00
17706	2010-01-01	2010-01-19 12:13:00
17726	2010-01-01	2010-01-26 14:58:00
17740	2010-01-01	2010-01-11 13:11:00
17753	2010-01-01	2010-01-06 14:20:00
17757	2010-01-01	2010-01-13 15:56:00
17769	2010-01-01	2010-01-19 11:33:00
17773	2010-01-01	2010-01-18 14:32:00
17780	2010-01-01	2010-01-24 11:21:00
17794	2010-01-01	2010-01-20 12:17:00
17801	2010-01-01	2010-01-17 11:31:00
17807	2010-01-01	2010-01-04 14:00:00
17810	2010-01-01	2010-01-25 10:26:00
17871	2010-01-01	2010-01-15 14:48:00
17875	2010-01-01	2010-01-20 15:30:00
17905	2010-01-01	2010-01-28 17:54:00
17941	2010-01-01	2010-01-06 15:37:00
17945	2010-01-01	2010-01-12 11:33:00
17950	2010-01-01	2010-01-04 17:39:00
17962	2010-01-01	2010-01-13 15:24:00
17963	2010-01-01	2010-01-19 17:25:00
17966	2010-01-01	2010-01-18 13:24:00
17982	2010-01-01	2010-01-28 09:38:00
18008	2010-01-01	2010-01-06 12:35:00
18016	2010-01-01	2010-01-27 16:00:00
18041	2010-01-01	2010-01-14 10:04:00
18057	2010-01-01	2010-01-18 12:42:00
18094	2010-01-01	2010-01-07 11:16:00
18106	2010-01-01	2010-01-15 11:36:00
18115	2010-01-01	2010-01-11 11:57:00
18134	2010-01-01	2010-01-14 11:59:00
18170	2010-01-01	2010-01-08 14:10:00
18171	2010-01-01	2010-01-05 10:46:00
18194	2010-01-01	2010-01-28 15:30:00
18199	2010-01-01	2010-01-25 11:32:00
18212	2010-01-01	2010-01-31 14:42:00
18231	2010-01-01	2010-01-10 12:13:00
18242	2010-01-01	2010-01-11 08:49:00
12360	2010-02-01	2010-02-22 09:32:00
12370	2010-02-01	2010-02-09 09:41:00
12373	2010-02-01	2010-02-04 12:08:00
12380	2010-02-01	2010-02-15 12:05:00
12389	2010-02-01	2010-02-22 10:15:00
12391	2010-02-01	2010-02-15 10:12:00
12396	2010-02-01	2010-02-03 13:22:00
12402	2010-02-01	2010-02-07 12:41:00
12416	2010-02-01	2010-02-21 10:19:00
12426	2010-02-01	2010-02-15 08:41:00
12474	2010-02-01	2010-02-11 09:41:00
12482	2010-02-01	2010-02-24 10:24:00
12500	2010-02-01	2010-02-04 15:05:00
12524	2010-02-01	2010-02-08 14:41:00
12567	2010-02-01	2010-02-11 10:30:00
12621	2010-02-01	2010-02-09 12:01:00
12645	2010-02-01	2010-02-09 10:49:00
12663	2010-02-01	2010-02-09 14:28:00
12665	2010-02-01	2010-02-08 15:11:00
12670	2010-02-01	2010-02-11 10:13:00
12677	2010-02-01	2010-02-11 13:55:00
12695	2010-02-01	2010-02-12 13:22:00
12711	2010-02-01	2010-02-01 11:30:00
12727	2010-02-01	2010-02-23 09:54:00
12776	2010-02-01	2010-02-10 12:11:00
12800	2010-02-01	2010-02-01 11:02:00
12805	2010-02-01	2010-02-03 09:06:00
12810	2010-02-01	2010-02-01 09:52:00
12840	2010-02-01	2010-02-03 14:51:00
12848	2010-02-01	2010-02-02 12:45:00
12853	2010-02-01	2010-02-05 11:57:00
12891	2010-02-01	2010-02-18 14:32:00
12898	2010-02-01	2010-02-18 12:36:00
12909	2010-02-01	2010-02-24 12:14:00
12932	2010-02-01	2010-02-10 08:46:00
12945	2010-02-01	2010-02-21 15:18:00
12960	2010-02-01	2010-02-16 13:32:00
12972	2010-02-01	2010-02-16 14:30:00
12976	2010-02-01	2010-02-12 15:46:00
12993	2010-02-01	2010-02-18 10:35:00
12998	2010-02-01	2010-02-24 11:55:00
13009	2010-02-01	2010-02-05 12:22:00
13020	2010-02-01	2010-02-18 10:35:00
13052	2010-02-01	2010-02-23 12:31:00
13092	2010-02-01	2010-02-10 08:44:00
13104	2010-02-01	2010-02-24 15:06:00
13107	2010-02-01	2010-02-04 10:50:00
13119	2010-02-01	2010-02-09 08:38:00
13131	2010-02-01	2010-02-09 09:47:00
13156	2010-02-01	2010-02-01 13:45:00
13164	2010-02-01	2010-02-10 11:52:00
13191	2010-02-01	2010-02-19 17:02:00
13217	2010-02-01	2010-02-22 12:49:00
13223	2010-02-01	2010-02-12 13:27:00
13240	2010-02-01	2010-02-25 13:17:00
13242	2010-02-01	2010-02-09 13:12:00
13288	2010-02-01	2010-02-11 14:59:00
13291	2010-02-01	2010-02-11 18:36:00
13293	2010-02-01	2010-02-09 12:05:00
13304	2010-02-01	2010-02-08 12:42:00
13330	2010-02-01	2010-02-23 10:12:00
13333	2010-02-01	2010-02-19 09:26:00
13334	2010-02-01	2010-02-25 12:21:00
13340	2010-02-01	2010-02-22 14:54:00
13407	2010-02-01	2010-02-16 11:13:00
13417	2010-02-01	2010-02-08 12:39:00
13421	2010-02-01	2010-02-14 14:45:00
13431	2010-02-01	2010-02-18 11:53:00
13434	2010-02-01	2010-02-22 09:54:00
13446	2010-02-01	2010-02-14 11:52:00
13469	2010-02-01	2010-02-24 15:03:00
13490	2010-02-01	2010-02-23 14:48:00
13497	2010-02-01	2010-02-08 10:27:00
13503	2010-02-01	2010-02-16 13:49:00
13511	2010-02-01	2010-02-01 12:10:00
13513	2010-02-01	2010-02-22 16:36:00
13538	2010-02-01	2010-02-02 12:47:00
13540	2010-02-01	2010-02-22 09:22:00
13551	2010-02-01	2010-02-11 15:01:00
13552	2010-02-01	2010-02-19 13:28:00
13553	2010-02-01	2010-02-03 12:21:00
13561	2010-02-01	2010-02-28 13:42:00
13579	2010-02-01	2010-02-18 13:53:00
13584	2010-02-01	2010-02-02 08:40:00
13587	2010-02-01	2010-02-14 13:17:00
13598	2010-02-01	2010-02-26 11:22:00
13604	2010-02-01	2010-02-19 12:02:00
13613	2010-02-01	2010-02-17 12:40:00
13619	2010-02-01	2010-02-03 14:16:00
13628	2010-02-01	2010-02-01 14:44:00
13629	2010-02-01	2010-02-11 17:34:00
13652	2010-02-01	2010-02-25 17:37:00
13658	2010-02-01	2010-02-05 13:17:00
13659	2010-02-01	2010-02-17 09:05:00
13662	2010-02-01	2010-02-19 13:21:00
13696	2010-02-01	2010-02-11 14:17:00
13700	2010-02-01	2010-02-07 10:53:00
13757	2010-02-01	2010-02-03 12:37:00
13761	2010-02-01	2010-02-21 11:08:00
13765	2010-02-01	2010-02-24 13:46:00
13771	2010-02-01	2010-02-25 12:37:00
13772	2010-02-01	2010-02-23 13:55:00
13773	2010-02-01	2010-02-18 10:27:00
13783	2010-02-01	2010-02-04 13:47:00
13802	2010-02-01	2010-02-16 10:11:00
13815	2010-02-01	2010-02-12 10:26:00
13834	2010-02-01	2010-02-08 12:52:00
13842	2010-02-01	2010-02-16 15:54:00
13870	2010-02-01	2010-02-08 12:08:00
13874	2010-02-01	2010-02-04 18:39:00
13883	2010-02-01	2010-02-28 12:53:00
13916	2010-02-01	2010-02-02 10:06:00
13935	2010-02-01	2010-02-25 16:01:00
13944	2010-02-01	2010-02-24 15:02:00
13957	2010-02-01	2010-02-19 10:32:00
13975	2010-02-01	2010-02-02 13:13:00
13976	2010-02-01	2010-02-09 13:08:00
13980	2010-02-01	2010-02-21 14:18:00
13985	2010-02-01	2010-02-09 13:56:00
14006	2010-02-01	2010-02-25 09:45:00
14038	2010-02-01	2010-02-04 08:56:00
14047	2010-02-01	2010-02-01 10:05:00
14072	2010-02-01	2010-02-11 12:31:00
14112	2010-02-01	2010-02-23 14:16:00
14115	2010-02-01	2010-02-11 11:44:00
14152	2010-02-01	2010-02-18 13:57:00
14177	2010-02-01	2010-02-26 11:59:00
14190	2010-02-01	2010-02-11 14:27:00
14227	2010-02-01	2010-02-08 09:38:00
14244	2010-02-01	2010-02-17 11:40:00
14276	2010-02-01	2010-02-17 13:10:00
14282	2010-02-01	2010-02-15 11:22:00
14284	2010-02-01	2010-02-24 12:06:00
14301	2010-02-01	2010-02-11 13:07:00
14322	2010-02-01	2010-02-18 08:49:00
14369	2010-02-01	2010-02-16 10:28:00
14370	2010-02-01	2010-02-01 08:35:00
14399	2010-02-01	2010-02-03 13:09:00
14402	2010-02-01	2010-02-25 13:20:00
14459	2010-02-01	2010-02-26 13:26:00
14495	2010-02-01	2010-02-18 08:49:00
14497	2010-02-01	2010-02-04 09:59:00
14535	2010-02-01	2010-02-24 15:03:00
14545	2010-02-01	2010-02-03 15:23:00
14562	2010-02-01	2010-02-07 14:10:00
14584	2010-02-01	2010-02-17 14:01:00
14602	2010-02-01	2010-02-21 15:47:00
14609	2010-02-01	2010-02-09 09:48:00
14639	2010-02-01	2010-02-16 12:35:00
14681	2010-02-01	2010-02-24 08:54:00
14682	2010-02-01	2010-02-05 14:47:00
14686	2010-02-01	2010-02-18 18:29:00
14726	2010-02-01	2010-02-23 12:35:00
14740	2010-02-01	2010-02-25 11:40:00
14770	2010-02-01	2010-02-25 18:58:00
14783	2010-02-01	2010-02-18 16:16:00
14807	2010-02-01	2010-02-28 11:33:00
14821	2010-02-01	2010-02-01 13:33:00
14878	2010-02-01	2010-02-21 11:14:00
14884	2010-02-01	2010-02-08 12:56:00
14890	2010-02-01	2010-02-18 09:00:00
14909	2010-02-01	2010-02-14 15:47:00
14943	2010-02-01	2010-02-14 16:04:00
14944	2010-02-01	2010-02-17 08:47:00
14970	2010-02-01	2010-02-14 13:37:00
14989	2010-02-01	2010-02-16 10:40:00
14997	2010-02-01	2010-02-22 12:11:00
15023	2010-02-01	2010-02-03 15:45:00
15058	2010-02-01	2010-02-24 14:07:00
15082	2010-02-01	2010-02-09 10:23:00
15091	2010-02-01	2010-02-03 11:46:00
15124	2010-02-01	2010-02-26 10:49:00
15149	2010-02-01	2010-02-28 11:13:00
15167	2010-02-01	2010-02-04 14:13:00
15176	2010-02-01	2010-02-10 10:36:00
15182	2010-02-01	2010-02-21 12:03:00
15241	2010-02-01	2010-02-23 13:59:00
15244	2010-02-01	2010-02-11 14:48:00
15272	2010-02-01	2010-02-14 13:39:00
15278	2010-02-01	2010-02-12 14:53:00
15279	2010-02-01	2010-02-02 10:15:00
15288	2010-02-01	2010-02-12 15:27:00
15290	2010-02-01	2010-02-24 10:15:00
15293	2010-02-01	2010-02-12 11:54:00
15295	2010-02-01	2010-02-23 13:03:00
15306	2010-02-01	2010-02-18 17:12:00
15321	2010-02-01	2010-02-03 09:47:00
15323	2010-02-01	2010-02-16 09:21:00
15325	2010-02-01	2010-02-16 13:30:00
15339	2010-02-01	2010-02-08 13:38:00
15365	2010-02-01	2010-02-04 16:43:00
15366	2010-02-01	2010-02-26 10:10:00
15371	2010-02-01	2010-02-15 13:14:00
15372	2010-02-01	2010-02-14 11:24:00
15416	2010-02-01	2010-02-01 11:55:00
15422	2010-02-01	2010-02-07 11:52:00
15425	2010-02-01	2010-02-14 12:36:00
15439	2010-02-01	2010-02-24 12:05:00
15448	2010-02-01	2010-02-03 13:29:00
15477	2010-02-01	2010-02-28 10:37:00
15480	2010-02-01	2010-02-01 14:52:00
15493	2010-02-01	2010-02-23 11:14:00
15504	2010-02-01	2010-02-12 12:34:00
15512	2010-02-01	2010-02-01 13:23:00
15538	2010-02-01	2010-02-14 12:38:00
15561	2010-02-01	2010-02-14 12:22:00
15564	2010-02-01	2010-02-01 15:58:00
15569	2010-02-01	2010-02-28 10:55:00
15580	2010-02-01	2010-02-07 11:21:00
15584	2010-02-01	2010-02-07 12:16:00
15591	2010-02-01	2010-02-04 09:20:00
15659	2010-02-01	2010-02-24 13:32:00
15660	2010-02-01	2010-02-05 16:01:00
15664	2010-02-01	2010-02-28 12:50:00
15673	2010-02-01	2010-02-22 14:28:00
15693	2010-02-01	2010-02-18 14:37:00
15732	2010-02-01	2010-02-04 10:10:00
15754	2010-02-01	2010-02-22 13:31:00
15765	2010-02-01	2010-02-11 10:25:00
15774	2010-02-01	2010-02-21 12:57:00
15784	2010-02-01	2010-02-05 14:42:00
15803	2010-02-01	2010-02-01 16:29:00
15807	2010-02-01	2010-02-11 15:32:00
15810	2010-02-01	2010-02-04 18:18:00
15892	2010-02-01	2010-02-08 16:23:00
15928	2010-02-01	2010-02-21 15:16:00
15955	2010-02-01	2010-02-23 16:36:00
15964	2010-02-01	2010-02-14 15:30:00
15988	2010-02-01	2010-02-21 11:36:00
15990	2010-02-01	2010-02-28 12:30:00
16067	2010-02-01	2010-02-02 18:01:00
16071	2010-02-01	2010-02-22 14:48:00
16078	2010-02-01	2010-02-08 13:29:00
16081	2010-02-01	2010-02-03 12:46:00
16082	2010-02-01	2010-02-07 15:16:00
16118	2010-02-01	2010-02-25 09:40:00
16136	2010-02-01	2010-02-14 12:49:00
16147	2010-02-01	2010-02-05 12:26:00
16161	2010-02-01	2010-02-08 11:06:00
16170	2010-02-01	2010-02-18 13:50:00
16208	2010-02-01	2010-02-24 14:24:00
16212	2010-02-01	2010-02-07 15:26:00
16225	2010-02-01	2010-02-07 12:41:00
16246	2010-02-01	2010-02-08 12:32:00
16266	2010-02-01	2010-02-04 16:21:00
16273	2010-02-01	2010-02-21 16:02:00
16283	2010-02-01	2010-02-28 14:12:00
16300	2010-02-01	2010-02-02 11:40:00
16330	2010-02-01	2010-02-15 12:36:00
16344	2010-02-01	2010-02-09 12:16:00
16359	2010-02-01	2010-02-16 10:39:00
16383	2010-02-01	2010-02-04 13:18:00
16388	2010-02-01	2010-02-24 10:20:00
16406	2010-02-01	2010-02-24 11:51:00
16412	2010-02-01	2010-02-04 13:46:00
16415	2010-02-01	2010-02-01 12:30:00
16416	2010-02-01	2010-02-23 12:00:00
16419	2010-02-01	2010-02-09 13:26:00
16447	2010-02-01	2010-02-17 14:09:00
16450	2010-02-01	2010-02-21 15:46:00
16471	2010-02-01	2010-02-25 10:07:00
16487	2010-02-01	2010-02-18 17:36:00
16530	2010-02-01	2010-02-09 15:30:00
16544	2010-02-01	2010-02-15 13:20:00
16553	2010-02-01	2010-02-11 18:46:00
16574	2010-02-01	2010-02-19 11:46:00
16577	2010-02-01	2010-02-11 09:45:00
16583	2010-02-01	2010-02-04 12:18:00
16584	2010-02-01	2010-02-16 10:41:00
16608	2010-02-01	2010-02-14 11:57:00
16619	2010-02-01	2010-02-22 12:05:00
16631	2010-02-01	2010-02-26 10:49:00
16677	2010-02-01	2010-02-25 16:11:00
16693	2010-02-01	2010-02-21 12:42:00
16704	2010-02-01	2010-02-05 14:14:00
16714	2010-02-01	2010-02-07 11:17:00
16774	2010-02-01	2010-02-16 16:53:00
16781	2010-02-01	2010-02-08 13:56:00
16788	2010-02-01	2010-02-07 12:40:00
16834	2010-02-01	2010-02-03 14:24:00
16838	2010-02-01	2010-02-14 15:27:00
16839	2010-02-01	2010-02-11 15:02:00
16840	2010-02-01	2010-02-03 12:42:00
16860	2010-02-01	2010-02-15 13:46:00
16873	2010-02-01	2010-02-09 14:17:00
16895	2010-02-01	2010-02-12 11:07:00
16911	2010-02-01	2010-02-16 16:12:00
16913	2010-02-01	2010-02-26 12:06:00
16928	2010-02-01	2010-02-03 12:30:00
16938	2010-02-01	2010-02-17 14:47:00
16939	2010-02-01	2010-02-28 13:33:00
16948	2010-02-01	2010-02-21 13:48:00
16978	2010-02-01	2010-02-11 16:27:00
16986	2010-02-01	2010-02-04 14:46:00
16992	2010-02-01	2010-02-11 12:36:00
17011	2010-02-01	2010-02-26 09:47:00
17029	2010-02-01	2010-02-14 10:19:00
17081	2010-02-01	2010-02-22 13:19:00
17083	2010-02-01	2010-02-09 11:46:00
17092	2010-02-01	2010-02-02 16:42:00
17108	2010-02-01	2010-02-14 12:22:00
17136	2010-02-01	2010-02-15 13:13:00
17138	2010-02-01	2010-02-04 14:19:00
17145	2010-02-01	2010-02-19 12:07:00
17146	2010-02-01	2010-02-02 09:39:00
17163	2010-02-01	2010-02-02 10:39:00
17171	2010-02-01	2010-02-16 12:02:00
17195	2010-02-01	2010-02-22 13:05:00
17200	2010-02-01	2010-02-25 13:23:00
17201	2010-02-01	2010-02-10 12:26:00
17207	2010-02-01	2010-02-25 19:08:00
17226	2010-02-01	2010-02-12 14:31:00
17241	2010-02-01	2010-02-15 14:47:00
17258	2010-02-01	2010-02-12 15:51:00
17259	2010-02-01	2010-02-22 13:38:00
17281	2010-02-01	2010-02-04 13:00:00
17285	2010-02-01	2010-02-14 14:10:00
17294	2010-02-01	2010-02-08 14:21:00
17309	2010-02-01	2010-02-04 15:49:00
17311	2010-02-01	2010-02-03 12:38:00
17319	2010-02-01	2010-02-08 15:47:00
17328	2010-02-01	2010-02-04 17:11:00
17332	2010-02-01	2010-02-21 14:41:00
17340	2010-02-01	2010-02-14 14:54:00
17342	2010-02-01	2010-02-08 09:16:00
17350	2010-02-01	2010-02-01 15:38:00
17358	2010-02-01	2010-02-24 16:42:00
17361	2010-02-01	2010-02-01 14:30:00
17365	2010-02-01	2010-02-01 11:56:00
17373	2010-02-01	2010-02-28 14:17:00
17426	2010-02-01	2010-02-17 13:39:00
17439	2010-02-01	2010-02-22 12:48:00
17442	2010-02-01	2010-02-15 15:54:00
17504	2010-02-01	2010-02-08 09:22:00
17514	2010-02-01	2010-02-08 14:00:00
17534	2010-02-01	2010-02-25 16:55:00
17547	2010-02-01	2010-02-12 14:34:00
17550	2010-02-01	2010-02-07 15:07:00
17560	2010-02-01	2010-02-17 12:11:00
17575	2010-02-01	2010-02-10 13:48:00
17577	2010-02-01	2010-02-09 10:10:00
17644	2010-02-01	2010-02-16 08:44:00
17647	2010-02-01	2010-02-08 14:39:00
17667	2010-02-01	2010-02-23 09:57:00
17685	2010-02-01	2010-02-11 13:44:00
17690	2010-02-01	2010-02-03 14:26:00
17721	2010-02-01	2010-02-18 15:18:00
17731	2010-02-01	2010-02-09 12:37:00
17760	2010-02-01	2010-02-28 12:15:00
17763	2010-02-01	2010-02-18 14:32:00
17774	2010-02-01	2010-02-08 16:06:00
17778	2010-02-01	2010-02-16 12:44:00
17789	2010-02-01	2010-02-16 13:16:00
17829	2010-02-01	2010-02-22 15:39:00
17863	2010-02-01	2010-02-25 12:01:00
17876	2010-02-01	2010-02-02 13:00:00
17883	2010-02-01	2010-02-25 20:07:00
17931	2010-02-01	2010-02-16 15:47:00
17955	2010-02-01	2010-02-12 16:27:00
18009	2010-02-01	2010-02-25 11:49:00
18046	2010-02-01	2010-02-28 11:36:00
18058	2010-02-01	2010-02-10 09:38:00
18064	2010-02-01	2010-02-01 15:01:00
18069	2010-02-01	2010-02-28 16:14:00
18070	2010-02-01	2010-02-08 13:28:00
18101	2010-02-01	2010-02-03 13:52:00
18153	2010-02-01	2010-02-18 15:50:00
18175	2010-02-01	2010-02-02 10:25:00
18178	2010-02-01	2010-02-18 14:25:00
18179	2010-02-01	2010-02-14 15:51:00
18218	2010-02-01	2010-02-17 15:11:00
18257	2010-02-01	2010-02-18 16:20:00
18267	2010-02-01	2010-02-05 08:43:00
18283	2010-02-01	2010-02-19 17:16:00
18285	2010-02-01	2010-02-17 10:24:00
12366	2010-03-01	2010-03-16 10:28:00
12368	2010-03-01	2010-03-21 15:56:00
12369	2010-03-01	2010-03-08 08:09:00
12371	2010-03-01	2010-03-04 18:23:00
12399	2010-03-01	2010-03-05 08:45:00
12418	2010-03-01	2010-03-19 14:47:00
12477	2010-03-01	2010-03-26 14:01:00
12495	2010-03-01	2010-03-09 10:53:00
12496	2010-03-01	2010-03-29 13:57:00
12497	2010-03-01	2010-03-05 09:39:00
12514	2010-03-01	2010-03-08 12:18:00
12525	2010-03-01	2010-03-02 14:01:00
12530	2010-03-01	2010-03-07 14:37:00
12542	2010-03-01	2010-03-09 16:26:00
12568	2010-03-01	2010-03-05 09:15:00
12594	2010-03-01	2010-03-03 13:51:00
12598	2010-03-01	2010-03-01 09:58:00
12615	2010-03-01	2010-03-18 14:09:00
12638	2010-03-01	2010-03-10 10:30:00
12639	2010-03-01	2010-03-22 09:05:00
12692	2010-03-01	2010-03-12 14:02:00
12701	2010-03-01	2010-03-16 13:23:00
12726	2010-03-01	2010-03-25 16:25:00
12731	2010-03-01	2010-03-02 09:23:00
12742	2010-03-01	2010-03-24 12:43:00
12765	2010-03-01	2010-03-08 09:43:00
12791	2010-03-01	2010-03-25 17:29:00
12796	2010-03-01	2010-03-21 15:49:00
12809	2010-03-01	2010-03-02 14:19:00
12825	2010-03-01	2010-03-08 10:17:00
12861	2010-03-01	2010-03-30 11:39:00
12870	2010-03-01	2010-03-25 14:32:00
12908	2010-03-01	2010-03-19 15:59:00
12910	2010-03-01	2010-03-28 13:10:00
12954	2010-03-01	2010-03-11 10:16:00
12990	2010-03-01	2010-03-30 11:36:00
13010	2010-03-01	2010-03-01 11:28:00
13018	2010-03-01	2010-03-01 12:34:00
13051	2010-03-01	2010-03-30 11:11:00
13053	2010-03-01	2010-03-28 11:28:00
13057	2010-03-01	2010-03-18 12:14:00
13059	2010-03-01	2010-03-31 12:23:00
13113	2010-03-01	2010-03-28 16:13:00
13117	2010-03-01	2010-03-26 13:50:00
13126	2010-03-01	2010-03-02 12:24:00
13128	2010-03-01	2010-03-18 15:08:00
13150	2010-03-01	2010-03-19 09:03:00
13151	2010-03-01	2010-03-22 10:26:00
13157	2010-03-01	2010-03-08 11:59:00
13179	2010-03-01	2010-03-31 11:40:00
13183	2010-03-01	2010-03-14 12:32:00
13187	2010-03-01	2010-03-25 17:18:00
13201	2010-03-01	2010-03-07 11:01:00
13214	2010-03-01	2010-03-03 14:10:00
13219	2010-03-01	2010-03-31 14:18:00
13230	2010-03-01	2010-03-18 20:02:00
13243	2010-03-01	2010-03-18 13:10:00
13252	2010-03-01	2010-03-24 10:30:00
13275	2010-03-01	2010-03-17 14:05:00
13276	2010-03-01	2010-03-07 14:05:00
13280	2010-03-01	2010-03-05 09:07:00
13283	2010-03-01	2010-03-09 14:36:00
13285	2010-03-01	2010-03-25 14:26:00
13294	2010-03-01	2010-03-03 12:54:00
13305	2010-03-01	2010-03-10 14:49:00
13316	2010-03-01	2010-03-10 10:01:00
13357	2010-03-01	2010-03-22 14:30:00
13371	2010-03-01	2010-03-17 15:29:00
13377	2010-03-01	2010-03-04 10:06:00
13406	2010-03-01	2010-03-18 07:29:00
13412	2010-03-01	2010-03-29 16:28:00
13445	2010-03-01	2010-03-23 15:34:00
13451	2010-03-01	2010-03-21 16:13:00
13454	2010-03-01	2010-03-08 14:40:00
13464	2010-03-01	2010-03-31 15:22:00
13466	2010-03-01	2010-03-21 13:50:00
13476	2010-03-01	2010-03-05 09:39:00
13482	2010-03-01	2010-03-22 10:31:00
13484	2010-03-01	2010-03-10 11:46:00
13508	2010-03-01	2010-03-07 11:58:00
13515	2010-03-01	2010-03-05 11:58:00
13530	2010-03-01	2010-03-15 14:10:00
13544	2010-03-01	2010-03-05 11:31:00
13566	2010-03-01	2010-03-10 12:22:00
13573	2010-03-01	2010-03-12 16:06:00
13593	2010-03-01	2010-03-02 16:36:00
13595	2010-03-01	2010-03-03 14:42:00
13600	2010-03-01	2010-03-15 17:16:00
13612	2010-03-01	2010-03-17 12:14:00
13627	2010-03-01	2010-03-09 14:03:00
13663	2010-03-01	2010-03-03 10:11:00
13676	2010-03-01	2010-03-30 16:53:00
13684	2010-03-01	2010-03-28 14:48:00
13688	2010-03-01	2010-03-14 14:11:00
13705	2010-03-01	2010-03-25 17:19:00
13706	2010-03-01	2010-03-23 09:18:00
13715	2010-03-01	2010-03-11 15:33:00
13722	2010-03-01	2010-03-03 14:13:00
13724	2010-03-01	2010-03-12 15:28:00
13764	2010-03-01	2010-03-07 12:56:00
13793	2010-03-01	2010-03-03 08:25:00
13795	2010-03-01	2010-03-12 12:44:00
13797	2010-03-01	2010-03-02 12:17:00
13799	2010-03-01	2010-03-05 16:39:00
13803	2010-03-01	2010-03-31 10:00:00
13824	2010-03-01	2010-03-12 15:17:00
13835	2010-03-01	2010-03-04 08:26:00
13849	2010-03-01	2010-03-25 12:03:00
13856	2010-03-01	2010-03-30 15:40:00
13873	2010-03-01	2010-03-03 12:31:00
13879	2010-03-01	2010-03-04 10:49:00
13881	2010-03-01	2010-03-04 14:41:00
13896	2010-03-01	2010-03-24 08:55:00
13900	2010-03-01	2010-03-25 13:46:00
13911	2010-03-01	2010-03-01 16:31:00
13969	2010-03-01	2010-03-25 13:15:00
13988	2010-03-01	2010-03-24 11:05:00
14013	2010-03-01	2010-03-26 10:02:00
14018	2010-03-01	2010-03-04 14:23:00
14026	2010-03-01	2010-03-24 14:10:00
14060	2010-03-01	2010-03-11 09:47:00
14074	2010-03-01	2010-03-26 13:55:00
14078	2010-03-01	2010-03-28 15:05:00
14097	2010-03-01	2010-03-04 10:46:00
14101	2010-03-01	2010-03-28 13:36:00
14131	2010-03-01	2010-03-01 11:59:00
14142	2010-03-01	2010-03-03 15:13:00
14147	2010-03-01	2010-03-09 13:43:00
14157	2010-03-01	2010-03-03 16:49:00
14166	2010-03-01	2010-03-23 15:10:00
14172	2010-03-01	2010-03-07 10:58:00
14175	2010-03-01	2010-03-22 10:43:00
14186	2010-03-01	2010-03-05 11:17:00
14195	2010-03-01	2010-03-15 17:12:00
14202	2010-03-01	2010-03-25 10:36:00
14205	2010-03-01	2010-03-07 12:20:00
14233	2010-03-01	2010-03-05 16:35:00
14235	2010-03-01	2010-03-30 13:36:00
14253	2010-03-01	2010-03-26 15:08:00
14257	2010-03-01	2010-03-01 15:36:00
14292	2010-03-01	2010-03-19 11:10:00
14315	2010-03-01	2010-03-15 12:49:00
